team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Marseille,Sead Kolašinac,90.0,3.0,1.0,2.0,3.0,1.0,2.0,6.0,Progressive Passer
Paris Saint-Germain,Georginio Wijnaldum,919.0,26.0,9.0,26.0,2.55,0.88,2.55,5.9799999999999995,Supporting Progressor
Paris Saint-Germain,Thilo Kehrer,860.0,31.0,5.0,21.0,3.24,0.52,2.2,5.960000000000001,Progressive Passer
Union Berlin,Janik Haberer,91.0,2.0,0.0,4.0,1.98,0.0,3.96,5.9399999999999995,Supporting Progressor
FC Heidenheim,Eren Sami Dinkçi,152.0,1.0,4.0,5.0,0.59,2.37,2.96,5.92,Supporting Progressor
Hyderabad,Hitesh Sharma,653.0,32.0,4.0,7.0,4.41,0.55,0.96,5.92,Progressive Passer
Lens,Arnaud Kalimuendo Muinga,137.0,1.0,5.0,3.0,0.66,3.28,1.97,5.91,Ball Carrier
Union Berlin,David Datro Fofana,77.0,0.0,1.0,4.0,0.0,1.17,4.68,5.85,Progression Outlet
Augsburg,Jeffrey Gouweleeuw,185.0,4.0,6.0,2.0,1.95,2.92,0.97,5.84,Supporting Progressor
Toulouse,Brecht Dejaegere,93.0,3.0,1.0,2.0,2.9,0.97,1.94,5.8100000000000005,Supporting Progressor
AS Monaco,Takumi Minamino,31.0,0.0,2.0,0.0,0.0,5.81,0.0,5.81,Ball Carrier
FSV Mainz 05,Josuha Guilavogui,31.0,2.0,0.0,0.0,5.81,0.0,0.0,5.81,Progressive Passer
Bordeaux,Enock Kwateng,93.0,1.0,4.0,1.0,0.97,3.87,0.97,5.81,Ball Carrier
Saint-Étienne,Wahbi Khazri,93.0,2.0,3.0,1.0,1.94,2.9,0.97,5.81,Supporting Progressor
Lille,Jonas Martin,31.0,1.0,0.0,1.0,2.9,0.0,2.9,5.8,Supporting Progressor
FSV Mainz 05,Nadiem Amiri,93.0,3.0,3.0,0.0,2.9,2.9,0.0,5.8,Supporting Progressor
Lille,Gabriel Gudmundsson,172.0,2.0,6.0,3.0,1.05,3.14,1.57,5.760000000000001,Ball Carrier
Hoffenheim,Wout Weghorst,172.0,3.0,3.0,5.0,1.57,1.57,2.62,5.76,Supporting Progressor
Jamshedpur,Komal Thatal,470.0,4.0,11.0,15.0,0.77,2.11,2.87,5.75,Supporting Progressor
Darmstadt 98,Marvin Mehlem,94.0,1.0,2.0,3.0,0.96,1.91,2.87,5.74,Supporting Progressor
Goa,Princeton Rebello,981.0,38.0,14.0,10.0,3.49,1.28,0.92,5.69,Progressive Passer
Lens,Cheick Oumar Doucoure,174.0,9.0,2.0,0.0,4.66,1.03,0.0,5.69,Progressive Passer
Clermont Foot,Jim Allevinah,143.0,2.0,5.0,2.0,1.26,3.15,1.26,5.67,Ball Carrier
Lorient,Thomas Monconduit,176.0,11.0,0.0,0.0,5.62,0.0,0.0,5.62,Progressive Passer
Bayern Munich,Harry Kane,176.0,1.0,3.0,7.0,0.51,1.53,3.58,5.62,Supporting Progressor
Lorient,Gedeon Kalulu Kyatengwa,64.0,0.0,2.0,2.0,0.0,2.81,2.81,5.62,Supporting Progressor
Bengaluru,Suresh Singh Wangjam,1320.0,38.0,22.0,22.0,2.59,1.5,1.5,5.59,Supporting Progressor
Chennaiyin,Nerijus Valskis,725.0,10.0,10.0,25.0,1.24,1.24,3.1,5.58,Limited Progression
ATK Mohun Bagan,Ashutosh Mehta,1048.0,27.0,14.0,24.0,2.32,1.2,2.06,5.58,Supporting Progressor
Montpellier,Téji Savanier,178.0,7.0,1.0,3.0,3.54,0.51,1.52,5.57,Progressive Passer
Lorient,Laurent Abergel,275.0,10.0,6.0,1.0,3.27,1.96,0.33,5.5600000000000005,Progressive Passer
Lille,Benjamin André,243.0,11.0,3.0,1.0,4.07,1.11,0.37,5.550000000000001,Progressive Passer
Jamshedpur,Laldinliana Renthlei,1780.0,59.0,21.0,29.0,2.98,1.06,1.47,5.51,Supporting Progressor
NorthEast United,Joe Zoherliana,686.0,15.0,10.0,17.0,1.97,1.31,2.23,5.51,Supporting Progressor
Lyon,Maxence Caqueret,196.0,10.0,2.0,0.0,4.59,0.92,0.0,5.51,Progressive Passer
ATK Mohun Bagan,Subhasish Bose,1894.0,52.0,32.0,32.0,2.47,1.52,1.52,5.51,Supporting Progressor
Clermont Foot,Mohamed Bayo,82.0,2.0,2.0,1.0,2.2,2.2,1.1,5.5,Supporting Progressor
Angers,Abdoulaye Bamba,180.0,5.0,0.0,6.0,2.5,0.0,3.0,5.5,Supporting Progressor
Kerala Blasters,Rahul Kannoly Praveen,279.0,5.0,5.0,7.0,1.61,1.61,2.26,5.48,Supporting Progressor
RB Leipzig,Ikoma Loïs Openda,165.0,2.0,4.0,4.0,1.09,2.18,2.18,5.450000000000001,Supporting Progressor
Mumbai City,Amey Ganesh Ranawade,1078.0,19.0,24.0,22.0,1.59,2.0,1.84,5.43,Supporting Progressor
Jamshedpur,Ricky Lallawmawma,1988.0,68.0,27.0,25.0,3.08,1.22,1.13,5.43,Progressive Passer
Odisha,Isaac Vanmalsawma Chhakchhuak,1331.0,40.0,22.0,18.0,2.7,1.49,1.22,5.41,Supporting Progressor
Bengaluru,Muhammad Ashique Kuruniyan,1058.0,17.0,29.0,17.0,1.45,2.47,1.45,5.37,Supporting Progressor
Bordeaux,Jean Emile Junior Onana Onana,67.0,3.0,0.0,1.0,4.03,0.0,1.34,5.37,Progressive Passer
Stade de Reims,Marshall Nyasha Munetsi,168.0,6.0,1.0,3.0,3.21,0.54,1.61,5.36,Progressive Passer
Borussia Mönchengladbach,Robin Hack,84.0,2.0,0.0,3.0,2.14,0.0,3.21,5.35,Supporting Progressor
Mumbai City,Lalengmawia Ralte,1809.0,77.0,15.0,15.0,3.83,0.75,0.75,5.33,Progressive Passer
East Bengal,Bikash Jairu,559.0,8.0,8.0,17.0,1.29,1.29,2.74,5.32,Limited Progression
Clermont Foot,Maxime Gonalons,153.0,8.0,1.0,0.0,4.71,0.59,0.0,5.3,Progressive Passer
Stade de Reims,Bradley Locko,136.0,3.0,2.0,3.0,1.99,1.32,1.99,5.3,Supporting Progressor
Stade de Reims,Martin Adeline,34.0,2.0,0.0,0.0,5.29,0.0,0.0,5.29,Progressive Passer
Lille,Bafodé Diakité,153.0,4.0,2.0,3.0,2.35,1.18,1.76,5.29,Supporting Progressor
Darmstadt 98,Filip Stojilković,34.0,0.0,2.0,0.0,0.0,5.29,0.0,5.29,Ball Carrier
Mumbai City,Igor Angulo Albóniga,1329.0,17.0,13.0,48.0,1.15,0.88,3.25,5.279999999999999,Limited Progression
Rennes,Lovro Majer,171.0,4.0,4.0,2.0,2.11,2.11,1.05,5.27,Supporting Progressor
Union Berlin,Brenden Aaronson,103.0,2.0,2.0,2.0,1.75,1.75,1.75,5.25,Supporting Progressor
Clermont Foot,Grejohn Kyei,103.0,0.0,3.0,3.0,0.0,2.62,2.62,5.24,Supporting Progressor
Wolfsburg,Tiago Barreiros de Melo Tomás,103.0,3.0,0.0,3.0,2.62,0.0,2.62,5.24,Supporting Progressor
Werder Bremen,Christian Groß,86.0,3.0,2.0,0.0,3.14,2.09,0.0,5.23,Progressive Passer
Auxerre,Julian Jeanvier,86.0,3.0,2.0,0.0,3.14,2.09,0.0,5.23,Progressive Passer
Bengaluru,Bruno Edgar Silva Almeida,1763.0,73.0,15.0,14.0,3.73,0.77,0.71,5.21,Progressive Passer
VfB Stuttgart,Enzo Millot,138.0,2.0,1.0,5.0,1.3,0.65,3.26,5.21,Limited Progression
Hyderabad,João Victor de Albuquerque Bruno,1947.0,78.0,20.0,14.0,3.61,0.92,0.65,5.180000000000001,Progressive Passer
Metz,Didier Lamkel Zé,70.0,0.0,3.0,1.0,0.0,3.86,1.29,5.15,Ball Carrier
Bengaluru,Danish Farooq Bhat,1158.0,28.0,17.0,21.0,2.18,1.32,1.63,5.13,Supporting Progressor
Bengaluru,Rohit Kumar,211.0,7.0,3.0,2.0,2.99,1.28,0.85,5.12,Supporting Progressor
Clermont Foot,Johan Gastien,263.0,11.0,2.0,2.0,3.76,0.68,0.68,5.119999999999999,Progressive Passer
Bordeaux,Marcelo Antônio Guedes Filho,88.0,4.0,1.0,0.0,4.09,1.02,0.0,5.109999999999999,Progressive Passer
AS Monaco,Ruben Aguilar,88.0,1.0,1.0,3.0,1.02,1.02,3.07,5.109999999999999,Limited Progression
Borussia Mönchengladbach,Rocco Reitz,53.0,2.0,1.0,0.0,3.4,1.7,0.0,5.1,Progressive Passer
Kerala Blasters,Soraisham Sandeep Singh,795.0,20.0,10.0,15.0,2.26,1.13,1.7,5.09,Supporting Progressor
NorthEast United,Laldanmawia Ralte,622.0,13.0,10.0,12.0,1.88,1.45,1.74,5.07,Supporting Progressor
East Bengal,Amir Derviševič,481.0,19.0,5.0,3.0,3.56,0.94,0.56,5.0600000000000005,Progressive Passer
Clermont Foot,Akim Zedadka,89.0,2.0,1.0,2.0,2.02,1.01,2.02,5.050000000000001,Supporting Progressor
Lens,Jonathan Clauss,161.0,1.0,3.0,5.0,0.56,1.68,2.8,5.04,Supporting Progressor
FC Köln,Rasmus Carstensen,179.0,2.0,3.0,5.0,1.01,1.51,2.51,5.029999999999999,Supporting Progressor
Montpellier,Sacha Delaye,72.0,1.0,1.0,2.0,1.25,1.25,2.5,5.0,Limited Progression
Troyes,Florian Tardieu,90.0,4.0,1.0,0.0,4.0,1.0,0.0,5.0,Progressive Passer
Stade de Reims,Moreto Moro Cassamã,90.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,Supporting Progressor
Wolfsburg,Maxence Lacroix,181.0,9.0,0.0,1.0,4.48,0.0,0.5,4.98,Progressive Passer
FSV Mainz 05,Karim Onisiwo,163.0,1.0,3.0,5.0,0.55,1.66,2.76,4.97,Supporting Progressor
Werder Bremen,Marco Friedl,91.0,3.0,2.0,0.0,2.97,1.98,0.0,4.95,Supporting Progressor
Wolfsburg,Ridle Bote Baku,182.0,2.0,4.0,4.0,0.99,1.98,1.98,4.949999999999999,Supporting Progressor
Montpellier,Arnaud Souquet,92.0,1.0,2.0,2.0,0.98,1.96,1.96,4.9,Supporting Progressor
Metz,Pape Matar Sarr,92.0,3.0,1.0,1.0,2.93,0.98,0.98,4.890000000000001,Supporting Progressor
Stade de Reims,Yunis Abdelhamid,276.0,11.0,4.0,0.0,3.59,1.3,0.0,4.89,Progressive Passer
OGC Nice,Youcef Atal,74.0,1.0,2.0,1.0,1.22,2.43,1.22,4.87,Supporting Progressor
AS Monaco,Myron Boadu,37.0,0.0,0.0,2.0,0.0,0.0,4.86,4.86,Progression Outlet
Odisha,Daniel Lalhlimpuia,240.0,3.0,3.0,7.0,1.12,1.12,2.62,4.86,Limited Progression
Lyon,Nicolás Alejandro Tagliafico,186.0,5.0,2.0,3.0,2.42,0.97,1.45,4.84,Supporting Progressor
Freiburg,Philipp Lienhart,93.0,4.0,1.0,0.0,3.87,0.97,0.0,4.84,Progressive Passer
Mumbai City,Mandar Rao Desai,951.0,15.0,13.0,23.0,1.42,1.23,2.18,4.83,Limited Progression
Odisha,Paul Ramfangzauva,429.0,13.0,5.0,5.0,2.73,1.05,1.05,4.83,Supporting Progressor
Bengaluru,Banana Yaya,243.0,9.0,3.0,1.0,3.33,1.11,0.37,4.8100000000000005,Progressive Passer
RB Leipzig,Mohamed Simakan,169.0,4.0,3.0,2.0,2.13,1.6,1.07,4.8,Supporting Progressor
Bordeaux,Ui-Jo Hwang,75.0,0.0,1.0,3.0,0.0,1.2,3.6,4.8,Limited Progression
Lille,Reinildo Isnard Mandava,94.0,1.0,1.0,3.0,0.96,0.96,2.87,4.79,Limited Progression
Metz,Vincent Pajot,94.0,1.0,2.0,2.0,0.96,1.91,1.91,4.78,Supporting Progressor
Lyon,Emerson Palmieri dos Santos,94.0,0.0,3.0,2.0,0.0,2.87,1.91,4.78,Supporting Progressor
Troyes,Renaud Ripart,113.0,2.0,3.0,1.0,1.59,2.39,0.8,4.78,Supporting Progressor
Freiburg,Matthias Ginter,151.0,6.0,2.0,0.0,3.58,1.19,0.0,4.77,Progressive Passer
Paris Saint-Germain,Presnel Kimpembe,2438.0,101.0,16.0,12.0,3.73,0.59,0.44,4.760000000000001,Progressive Passer
FC Heidenheim,Jonas Föhrenbach,189.0,2.0,2.0,6.0,0.95,0.95,2.86,4.76,Limited Progression
Hoffenheim,David Jurásek,95.0,0.0,1.0,4.0,0.0,0.95,3.79,4.74,Limited Progression
Lorient,Bonke Innocent,57.0,3.0,0.0,0.0,4.74,0.0,0.0,4.74,Progressive Passer
RB Leipzig,Benjamin Henrichs,114.0,0.0,2.0,4.0,0.0,1.58,3.16,4.74,Supporting Progressor
Chennaiyin,Jobby Justin,153.0,2.0,0.0,6.0,1.18,0.0,3.53,4.71,Limited Progression
Montpellier,Wahbi Khazri,77.0,1.0,1.0,2.0,1.17,1.17,2.34,4.68,Limited Progression
FC Heidenheim,Tim Kleindienst,173.0,1.0,2.0,6.0,0.52,1.04,3.12,4.68,Limited Progression
Borussia Dortmund,Julian Brandt,174.0,3.0,3.0,3.0,1.55,1.55,1.55,4.65,Supporting Progressor
Montpellier,Enzo Gianni Tchato Mbiayi,97.0,0.0,2.0,3.0,0.0,1.86,2.78,4.64,Supporting Progressor
Eintracht Frankfurt,Hugo Larsson,97.0,3.0,1.0,1.0,2.78,0.93,0.93,4.64,Supporting Progressor
East Bengal,Naocha Huidrom Singh,389.0,6.0,6.0,8.0,1.39,1.39,1.85,4.63,Supporting Progressor
Bengaluru,Iman Basafa,234.0,6.0,4.0,2.0,2.31,1.54,0.77,4.62,Supporting Progressor
AC Ajaccio,Mohamed Youssouf,176.0,6.0,2.0,1.0,3.07,1.02,0.51,4.6,Progressive Passer
Freiburg,Michael Gregoritsch,59.0,0.0,1.0,2.0,0.0,1.53,3.05,4.58,Supporting Progressor
Werder Bremen,Milos Veljkovic,178.0,6.0,1.0,2.0,3.03,0.51,1.01,4.55,Progressive Passer
Freiburg,Manuel Gulde,119.0,5.0,1.0,0.0,3.78,0.76,0.0,4.54,Progressive Passer
FC Köln,Dejan Ljubicic,179.0,6.0,2.0,1.0,3.02,1.01,0.5,4.53,Progressive Passer
Rennes,Lesley Chimuanya Ugochukwu,179.0,4.0,2.0,3.0,2.01,1.01,1.51,4.529999999999999,Supporting Progressor
Nantes,Moussa Sissoko,80.0,1.0,3.0,0.0,1.12,3.38,0.0,4.5,Ball Carrier
Union Berlin,Robin Gosens,60.0,1.0,1.0,1.0,1.5,1.5,1.5,4.5,Supporting Progressor
Borussia Dortmund,Nico Schlotterbeck,161.0,8.0,0.0,0.0,4.47,0.0,0.0,4.47,Progressive Passer
NorthEast United,Hernán Daniel Santana Trujillo,1571.0,50.0,18.0,10.0,2.86,1.03,0.57,4.46,Supporting Progressor
Borussia Mönchengladbach,Joseph Scally,182.0,2.0,1.0,6.0,0.99,0.49,2.97,4.45,Limited Progression
Lyon,Sael Kumbedi Nseke,61.0,1.0,1.0,1.0,1.48,1.48,1.48,4.4399999999999995,Supporting Progressor
AC Ajaccio,Kevin Spadanuda,61.0,1.0,1.0,1.0,1.48,1.48,1.48,4.4399999999999995,Supporting Progressor
Union Berlin,Rani Khedira,61.0,3.0,0.0,0.0,4.43,0.0,0.0,4.43,Progressive Passer
Auxerre,Rayan Ny Aina Arnaldo Raveloson,183.0,6.0,3.0,0.0,2.95,1.48,0.0,4.43,Supporting Progressor
Troyes,Rominigue Kouamé N''Guessan,163.0,4.0,4.0,0.0,2.21,2.21,0.0,4.42,Supporting Progressor
East Bengal,Lalrinliana Hnamte,938.0,16.0,15.0,15.0,1.54,1.44,1.44,4.42,Supporting Progressor
NorthEast United,Gurjinder Kumar,1347.0,28.0,18.0,20.0,1.87,1.2,1.34,4.41,Supporting Progressor
Stade Brestois,Pierre Lees Melou,163.0,5.0,2.0,1.0,2.76,1.1,0.55,4.41,Supporting Progressor
Borussia Dortmund,Julian Ryerson,184.0,4.0,0.0,5.0,1.96,0.0,2.45,4.41,Supporting Progressor
Marseille,Luan Peres Petroni,184.0,7.0,1.0,1.0,3.42,0.49,0.49,4.4,Progressive Passer
FC Köln,Denis Huseinbašić,82.0,2.0,1.0,1.0,2.2,1.1,1.1,4.4,Supporting Progressor
Union Berlin,Alex Král,123.0,2.0,1.0,3.0,1.46,0.73,2.2,4.390000000000001,Limited Progression
AS Monaco,Axel Disasi,185.0,9.0,0.0,0.0,4.38,0.0,0.0,4.38,Progressive Passer
Darmstadt 98,Matthias Bader,185.0,5.0,2.0,2.0,2.43,0.97,0.97,4.37,Supporting Progressor
RB Leipzig,Xavi Simons,144.0,5.0,1.0,1.0,3.12,0.62,0.62,4.36,Progressive Passer
Hoffenheim,Anton Stach,186.0,3.0,4.0,2.0,1.45,1.94,0.97,4.359999999999999,Supporting Progressor
Eintracht Frankfurt,Willian Joel Pacho Tenorio,186.0,8.0,1.0,0.0,3.87,0.48,0.0,4.35,Progressive Passer
Bochum,Gonçalo Mendes Paciencia,62.0,1.0,1.0,1.0,1.45,1.45,1.45,4.35,Supporting Progressor
Marseille,Boubacar Kamara,166.0,7.0,0.0,1.0,3.8,0.0,0.54,4.34,Progressive Passer
Montpellier,Théo Sainte-Luce,83.0,1.0,1.0,2.0,1.08,1.08,2.17,4.33,Limited Progression
RB Leipzig,David Raum,188.0,4.0,2.0,3.0,1.91,0.96,1.44,4.3100000000000005,Supporting Progressor
Angers,Ousmane Camara,63.0,3.0,0.0,0.0,4.29,0.0,0.0,4.29,Progressive Passer
Goa,Aibanbha Kupar Dohling,1375.0,26.0,23.0,16.0,1.7,1.51,1.05,4.26,Supporting Progressor
Stade Brestois,Noah Fadiga,148.0,2.0,3.0,2.0,1.22,1.82,1.22,4.26,Supporting Progressor
NorthEast United,Mohammed Irshad,784.0,16.0,8.0,13.0,1.84,0.92,1.49,4.25,Supporting Progressor
East Bengal,Jackichand Singh,127.0,0.0,0.0,6.0,0.0,0.0,4.25,4.25,Progression Outlet
Freiburg,Merlin Röhl,149.0,1.0,3.0,3.0,0.6,1.81,1.81,4.220000000000001,Supporting Progressor
Strasbourg,Colin Dagba,64.0,0.0,0.0,3.0,0.0,0.0,4.22,4.22,Progression Outlet
Paris Saint-Germain,El Chadaille Bitshiabu,470.0,13.0,1.0,8.0,2.49,0.19,1.53,4.21,Supporting Progressor
Strasbourg,Frédéric Guilbert,171.0,2.0,1.0,5.0,1.05,0.53,2.63,4.21,Limited Progression
AC Ajaccio,Mathieu Coutadeur,150.0,4.0,2.0,1.0,2.4,1.2,0.6,4.199999999999999,Supporting Progressor
ATK Mohun Bagan,Carl Gerard McHugh,1333.0,48.0,4.0,9.0,3.24,0.27,0.61,4.12,Progressive Passer
Jamshedpur,PC Laldinpuia,284.0,9.0,2.0,2.0,2.85,0.63,0.63,4.11,Supporting Progressor
FSV Mainz 05,Sepp van den Berg,175.0,6.0,1.0,1.0,3.09,0.51,0.51,4.109999999999999,Progressive Passer
Toulouse,Logan Costa,44.0,1.0,1.0,0.0,2.05,2.05,0.0,4.1,Supporting Progressor
Angers,Miha Blažič,88.0,4.0,0.0,0.0,4.09,0.0,0.0,4.09,Progressive Passer
Bochum,Bernardo Fernandes da Silva Junior,132.0,4.0,1.0,1.0,2.73,0.68,0.68,4.09,Supporting Progressor
Paris Saint-Germain,Eric Junior Dina Ebimbe,66.0,2.0,0.0,1.0,2.73,0.0,1.36,4.09,Supporting Progressor
ATK Mohun Bagan,Lenny Rodrigues,1013.0,34.0,5.0,7.0,3.02,0.44,0.62,4.08,Progressive Passer
Borussia Dortmund,Marcel Sabitzer,177.0,3.0,4.0,1.0,1.53,2.03,0.51,4.069999999999999,Supporting Progressor
Union Berlin,Lucas Tousart,89.0,1.0,2.0,1.0,1.01,2.02,1.01,4.04,Supporting Progressor
Lens,Adrien Thomasson,45.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,Supporting Progressor
Clermont Foot,Arial Benabent Mendy,90.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,Limited Progression
Wolfsburg,Joakim Mæhle,90.0,0.0,1.0,3.0,0.0,1.0,3.0,4.0,Limited Progression
East Bengal,Mohammed Rafique,1108.0,20.0,16.0,13.0,1.62,1.3,1.06,3.98,Limited Progression
Wolfsburg,Maximilian Arnold,181.0,7.0,1.0,0.0,3.48,0.5,0.0,3.98,Progressive Passer
Union Berlin,Paul Jaeckel,91.0,4.0,0.0,0.0,3.96,0.0,0.0,3.96,Progressive Passer
Borussia Mönchengladbach,Nico Elvedi,91.0,1.0,2.0,1.0,0.99,1.98,0.99,3.96,Supporting Progressor
Kerala Blasters,Jessel Carneiro,935.0,20.0,8.0,13.0,1.93,0.77,1.25,3.95,Supporting Progressor
Eintracht Frankfurt,Niels Nkounkou,160.0,3.0,3.0,1.0,1.69,1.69,0.56,3.94,Supporting Progressor
Borussia Mönchengladbach,Marvin Friedrich,183.0,2.0,3.0,3.0,0.98,1.48,1.48,3.94,Supporting Progressor
FSV Mainz 05,Anthony Caci,183.0,3.0,3.0,2.0,1.48,1.48,0.98,3.94,Supporting Progressor
Augsburg,Kevin Mbabu,92.0,0.0,2.0,2.0,0.0,1.96,1.96,3.92,Supporting Progressor
Marseille,William Saliba,184.0,8.0,0.0,0.0,3.91,0.0,0.0,3.91,Progressive Passer
Clermont Foot,Komnen Andrić,92.0,1.0,0.0,3.0,0.98,0.0,2.93,3.91,Limited Progression
Lille,Alexsandro Victor de Souza Ribeiro,69.0,2.0,1.0,0.0,2.61,1.3,0.0,3.91,Supporting Progressor
Bayern Munich,Leon Goretzka,162.0,5.0,0.0,2.0,2.78,0.0,1.11,3.8899999999999997,Supporting Progressor
Bochum,Maximilian Wittek,93.0,1.0,2.0,1.0,0.97,1.94,0.97,3.88,Supporting Progressor
East Bengal,Balwant Singh,116.0,1.0,2.0,2.0,0.78,1.55,1.55,3.88,Supporting Progressor
Montpellier,Boubakar Kouyate,93.0,3.0,1.0,0.0,2.9,0.97,0.0,3.87,Supporting Progressor
VfB Stuttgart,Waldemar Anton,187.0,6.0,2.0,0.0,2.89,0.96,0.0,3.85,Supporting Progressor
FC Heidenheim,Lennard Maloney,187.0,6.0,0.0,2.0,2.89,0.0,0.96,3.85,Supporting Progressor
Union Berlin,Yorbe Vertessen,47.0,0.0,0.0,2.0,0.0,0.0,3.83,3.83,Limited Progression
VfB Stuttgart,Dan-Axel Zagadou,94.0,4.0,0.0,0.0,3.83,0.0,0.0,3.83,Progressive Passer
Hoffenheim,Ozan Muhammed Kabak,188.0,4.0,3.0,1.0,1.91,1.44,0.48,3.8299999999999996,Supporting Progressor
Kerala Blasters,Ayush Adhikari,686.0,16.0,5.0,8.0,2.1,0.66,1.05,3.8100000000000005,Supporting Progressor
East Bengal,Darren Sidoel,663.0,11.0,5.0,12.0,1.49,0.68,1.63,3.8,Limited Progression
FC Heidenheim,Tim Siersleben,95.0,4.0,0.0,0.0,3.79,0.0,0.0,3.79,Progressive Passer
Freiburg,Lukas Kübler,95.0,3.0,0.0,1.0,2.84,0.0,0.95,3.79,Supporting Progressor
OGC Nice,Gaëtan Laborde,95.0,0.0,2.0,2.0,0.0,1.89,1.89,3.78,Supporting Progressor
Hyderabad,Mark Zothanpuia,72.0,3.0,0.0,0.0,3.75,0.0,0.0,3.75,Progressive Passer
AS Monaco,Mohamed Camara,72.0,2.0,1.0,0.0,2.5,1.25,0.0,3.75,Supporting Progressor
Kerala Blasters,Sanjeev Stalin,532.0,10.0,5.0,7.0,1.69,0.85,1.18,3.7199999999999998,Limited Progression
Paris Saint-Germain,Marcos Aoás Corrêa,4396.0,150.0,23.0,8.0,3.07,0.47,0.16,3.7,Progressive Passer
Augsburg,Mert Kömür,73.0,1.0,2.0,0.0,1.23,2.47,0.0,3.7,Supporting Progressor
Goa,Lalhmangaihsanga Ralte,122.0,5.0,0.0,0.0,3.69,0.0,0.0,3.69,Progressive Passer
Hyderabad,Souvik Chakrabarti,975.0,27.0,6.0,7.0,2.49,0.55,0.65,3.69,Supporting Progressor
Union Berlin,Jérôme Roussillon,74.0,0.0,1.0,2.0,0.0,1.22,2.43,3.6500000000000004,Limited Progression
Kerala Blasters,Jeakson Singh Thaunaojam,1655.0,52.0,7.0,8.0,2.83,0.38,0.44,3.65,Supporting Progressor
Lorient,Vincent Le Goff,272.0,7.0,2.0,2.0,2.32,0.66,0.66,3.64,Supporting Progressor
Goa,Glan Martins,840.0,26.0,6.0,2.0,2.79,0.64,0.21,3.64,Supporting Progressor
Darmstadt 98,Oscar Vilhelmsson,124.0,1.0,3.0,1.0,0.73,2.18,0.73,3.64,Supporting Progressor
Lille,Amadou Onana,99.0,1.0,2.0,1.0,0.91,1.82,0.91,3.64,Supporting Progressor
Werder Bremen,Olivier Deman,75.0,0.0,1.0,2.0,0.0,1.2,2.4,3.5999999999999996,Limited Progression
Troyes,Xavier Chavalerin,177.0,3.0,2.0,2.0,1.53,1.02,1.02,3.57,Limited Progression
Stade Brestois,Hugo Magnetti,126.0,4.0,0.0,1.0,2.86,0.0,0.71,3.57,Supporting Progressor
RB Leipzig,Junior Castello Lukeba,126.0,3.0,1.0,1.0,2.14,0.71,0.71,3.56,Supporting Progressor
NorthEast United,Provat Lakra,1221.0,23.0,15.0,10.0,1.7,1.11,0.74,3.55,Limited Progression
Montpellier,Matheus Soares Thuler,51.0,1.0,1.0,0.0,1.76,1.76,0.0,3.52,Supporting Progressor
Darmstadt 98,Matej Maglica,103.0,4.0,0.0,0.0,3.5,0.0,0.0,3.5,Progressive Passer
Rennes,Arthur Theate,180.0,6.0,1.0,0.0,3.0,0.5,0.0,3.5,Progressive Passer
Goa,Anisa Anwar Ali,928.0,18.0,16.0,2.0,1.75,1.55,0.19,3.4899999999999998,Supporting Progressor
Werder Bremen,Felix Agu,104.0,0.0,1.0,3.0,0.0,0.87,2.6,3.47,Limited Progression
Odisha,Lalruatthara Lalruatthara,882.0,14.0,11.0,9.0,1.43,1.12,0.92,3.4699999999999998,Limited Progression
Goa,Iván Garrido González,1528.0,43.0,14.0,2.0,2.53,0.82,0.12,3.4699999999999998,Supporting Progressor
Borussia Dortmund,Emre Can,156.0,2.0,2.0,2.0,1.15,1.15,1.15,3.4499999999999997,Limited Progression
Darmstadt 98,Luca Pfeiffer,184.0,0.0,4.0,3.0,0.0,1.96,1.47,3.4299999999999997,Supporting Progressor
FC Heidenheim,Benedikt Gimber,79.0,3.0,0.0,0.0,3.42,0.0,0.0,3.42,Progressive Passer
Darmstadt 98,Fabian Holland,158.0,5.0,0.0,1.0,2.85,0.0,0.57,3.42,Supporting Progressor
Lyon,Thiago Henrique Mendes Ribeiro,185.0,5.0,1.0,1.0,2.43,0.49,0.49,3.41,Supporting Progressor
Mumbai City,Rowllin Borges,53.0,2.0,0.0,0.0,3.4,0.0,0.0,3.4,Progressive Passer
RB Leipzig,Yussuf Yurary Poulsen,53.0,0.0,0.0,2.0,0.0,0.0,3.4,3.4,Limited Progression
Kerala Blasters,Lalthathanga Khawlhring,1704.0,43.0,11.0,10.0,2.27,0.58,0.53,3.38,Supporting Progressor
Saint-Étienne,Harold Moukoudi,80.0,2.0,1.0,0.0,2.25,1.12,0.0,3.37,Supporting Progressor
AC Ajaccio,Ismaël Chester Diallo,80.0,2.0,0.0,1.0,2.25,0.0,1.12,3.37,Supporting Progressor
FC Köln,Linton Maina,80.0,1.0,1.0,1.0,1.12,1.12,1.12,3.3600000000000003,Limited Progression
Borussia Dortmund,Niclas Füllkrug,189.0,1.0,3.0,3.0,0.48,1.43,1.43,3.34,Supporting Progressor
Lyon,Johann Lepenant,108.0,2.0,0.0,2.0,1.67,0.0,1.67,3.34,Limited Progression
