match_id,team,total_defensive_actions,defensive_line_height,defensive_third_pct,middle_third_pct,attacking_third_pct,defensive_style,Defensive Third,Middle Third,Attacking Third
3939974,Bolivia,63.0,1.397,68.25,23.81,7.94,Low Block,43.0,15.0,5.0
3939974,United States,31.0,1.903,35.48,38.71,25.81,Balanced,11.0,12.0,8.0
3939975,Colombia,52.0,1.654,50.0,34.62,15.38,Balanced,26.0,18.0,8.0
3939975,Paraguay,52.0,1.519,59.62,28.85,11.54,Low Block,31.0,15.0,6.0
3939976,Brazil,34.0,1.794,47.06,26.47,26.47,Balanced,16.0,9.0,9.0
3939976,Costa Rica,72.0,1.319,76.39,15.28,8.33,Low Block,55.0,11.0,6.0
3939977,Argentina,44.0,1.432,63.64,29.55,6.82,Low Block,28.0,13.0,3.0
3939977,Chile,49.0,1.612,57.14,24.49,18.37,Low Block,28.0,12.0,9.0
3939978,Canada,49.0,1.449,65.31,24.49,10.2,Low Block,32.0,12.0,5.0
3939978,Peru,45.0,1.467,62.22,28.89,8.89,Low Block,28.0,13.0,4.0
3939979,Mexico,44.0,1.614,59.09,20.45,20.45,Low Block,26.0,9.0,9.0
3939979,Venezuela,77.0,1.338,75.32,15.58,9.09,Low Block,58.0,12.0,7.0
3939980,Ecuador,54.0,1.37,68.52,25.93,5.56,Low Block,37.0,14.0,3.0
3939980,Jamaica,55.0,1.273,76.36,20.0,3.64,Low Block,42.0,11.0,2.0
3939981,Panama,29.0,1.621,51.72,34.48,13.79,Low Block,15.0,10.0,4.0
3939981,United States,51.0,1.216,80.39,17.65,1.96,Low Block,41.0,9.0,1.0
3939982,Bolivia,57.0,1.246,77.19,21.05,1.75,Low Block,44.0,12.0,1.0
3939982,Uruguay,33.0,1.697,57.58,15.15,27.27,Low Block,19.0,5.0,9.0
3939983,Brazil,43.0,1.395,72.09,16.28,11.63,Low Block,31.0,7.0,5.0
3939983,Paraguay,47.0,1.596,61.7,17.02,21.28,Low Block,29.0,8.0,10.0
3939984,Colombia,32.0,1.594,53.12,34.38,12.5,Low Block,17.0,11.0,4.0
3939984,Costa Rica,38.0,1.421,65.79,26.32,7.89,Low Block,25.0,10.0,3.0
3939985,Canada,58.0,1.328,74.14,18.97,6.9,Low Block,43.0,11.0,4.0
3939985,Chile,51.0,1.51,66.67,15.69,17.65,Low Block,34.0,8.0,9.0
3939986,Argentina,34.0,1.5,58.82,32.35,8.82,Low Block,20.0,11.0,3.0
3939986,Peru,33.0,1.697,45.45,39.39,15.15,Balanced,15.0,13.0,5.0
3939987,Jamaica,51.0,1.176,86.27,9.8,3.92,Low Block,44.0,5.0,2.0
3939987,Venezuela,34.0,1.706,52.94,23.53,23.53,Low Block,18.0,8.0,8.0
3939988,Ecuador,74.0,1.257,79.73,14.86,5.41,Low Block,59.0,11.0,4.0
3939988,Mexico,47.0,1.638,53.19,29.79,17.02,Low Block,25.0,14.0,8.0
3939989,Bolivia,47.0,1.383,70.21,21.28,8.51,Low Block,33.0,10.0,4.0
3939989,Panama,31.0,1.548,54.84,35.48,9.68,Low Block,17.0,11.0,3.0
3939990,United States,37.0,1.514,67.57,13.51,18.92,Low Block,25.0,5.0,7.0
3939990,Uruguay,53.0,1.415,64.15,30.19,5.66,Low Block,34.0,16.0,3.0
3939991,Brazil,53.0,1.491,62.26,26.42,11.32,Low Block,33.0,14.0,6.0
3939991,Colombia,46.0,1.478,63.04,26.09,10.87,Low Block,29.0,12.0,5.0
3939992,Costa Rica,50.0,1.18,84.0,14.0,2.0,Low Block,42.0,7.0,1.0
3939992,Paraguay,44.0,1.773,43.18,36.36,20.45,Balanced,19.0,16.0,9.0
3940878,Italy,41.0,1.22,80.49,17.07,2.44,Low Block,33.0,7.0,1.0
3940878,Switzerland,43.0,1.349,81.4,2.33,16.28,Low Block,35.0,1.0,7.0
3940983,Denmark,28.0,1.429,67.86,21.43,10.71,Low Block,19.0,6.0,3.0
3940983,Germany,44.0,1.341,70.45,25.0,4.55,Low Block,31.0,11.0,2.0
3941017,England,47.0,1.596,57.45,25.53,17.02,Low Block,27.0,12.0,8.0
3941017,Slovakia,76.0,1.289,77.63,15.79,6.58,Low Block,59.0,12.0,5.0
3941018,Georgia,63.0,1.063,95.24,3.17,1.59,Low Block,60.0,2.0,1.0
3941018,Spain,29.0,1.931,37.93,31.03,31.03,High Press,11.0,9.0,9.0
3941019,Belgium,38.0,1.211,84.21,10.53,5.26,Low Block,32.0,4.0,2.0
3941019,France,39.0,1.256,76.92,20.51,2.56,Low Block,30.0,8.0,1.0
3941020,Portugal,66.0,1.561,56.06,31.82,12.12,Low Block,37.0,21.0,8.0
3941020,Slovenia,81.0,1.272,79.01,14.81,6.17,Low Block,64.0,12.0,5.0
3941021,Netherlands,40.0,1.475,67.5,17.5,15.0,Low Block,27.0,7.0,6.0
3941021,Romania,59.0,1.169,89.83,3.39,6.78,Low Block,53.0,2.0,4.0
3941022,Austria,37.0,1.838,43.24,29.73,27.03,Balanced,16.0,11.0,10.0
3941022,Turkey,91.0,1.242,82.42,10.99,6.59,Low Block,75.0,10.0,6.0
3942226,Germany,36.0,1.361,75.0,13.89,11.11,Low Block,27.0,5.0,4.0
3942226,Spain,68.0,1.338,76.47,13.24,10.29,Low Block,52.0,9.0,7.0
3942227,England,40.0,1.275,77.5,17.5,5.0,Low Block,31.0,7.0,2.0
3942227,Switzerland,58.0,1.448,67.24,20.69,12.07,Low Block,39.0,12.0,7.0
3942228,Argentina,39.0,1.487,61.54,28.21,10.26,Low Block,24.0,11.0,4.0
3942228,Ecuador,33.0,1.333,69.7,27.27,3.03,Low Block,23.0,9.0,1.0
3942229,Canada,63.0,1.302,73.02,23.81,3.17,Low Block,46.0,15.0,2.0
3942229,Venezuela,46.0,1.37,67.39,28.26,4.35,Low Block,31.0,13.0,2.0
3942349,France,61.0,1.361,75.41,13.11,11.48,Low Block,46.0,8.0,7.0
3942349,Portugal,45.0,1.244,82.22,11.11,6.67,Low Block,37.0,5.0,3.0
3942382,Netherlands,44.0,1.432,70.45,15.91,13.64,Low Block,31.0,7.0,6.0
3942382,Turkey,47.0,1.34,74.47,17.02,8.51,Low Block,35.0,8.0,4.0
3942415,Brazil,46.0,1.304,73.91,21.74,4.35,Low Block,34.0,10.0,2.0
3942415,Uruguay,53.0,1.604,56.6,26.42,16.98,Low Block,30.0,14.0,9.0
3942416,Colombia,32.0,1.312,78.12,12.5,9.38,Low Block,25.0,4.0,3.0
3942416,Panama,35.0,1.571,54.29,34.29,11.43,Low Block,19.0,12.0,4.0
3942752,France,39.0,1.436,69.23,17.95,12.82,Low Block,27.0,7.0,5.0
3942752,Spain,47.0,1.362,72.34,19.15,8.51,Low Block,34.0,9.0,4.0
3942785,Argentina,38.0,1.605,57.89,23.68,18.42,Low Block,22.0,9.0,7.0
3942785,Canada,37.0,1.757,45.95,32.43,21.62,Balanced,17.0,12.0,8.0
3942819,England,20.0,1.4,70.0,20.0,10.0,Low Block,14.0,4.0,2.0
3942819,Netherlands,35.0,1.371,65.71,31.43,2.86,Low Block,23.0,11.0,1.0
3942852,Colombia,30.0,1.467,63.33,26.67,10.0,Low Block,19.0,8.0,3.0
3942852,Uruguay,28.0,1.429,64.29,28.57,7.14,Low Block,18.0,8.0,2.0
3943043,England,53.0,1.34,75.47,15.09,9.43,Low Block,40.0,8.0,5.0
3943043,Spain,40.0,1.45,65.0,25.0,10.0,Low Block,26.0,10.0,4.0
3943076,Canada,58.0,1.586,53.45,34.48,12.07,Low Block,31.0,20.0,7.0
3943076,Uruguay,57.0,1.351,70.18,24.56,5.26,Low Block,40.0,14.0,3.0
3943077,Argentina,48.0,1.438,70.83,14.58,14.58,Low Block,34.0,7.0,7.0
3943077,Colombia,41.0,1.488,63.41,24.39,12.2,Low Block,26.0,10.0,5.0
